persona_id,country,life_evaluation,gdp,social_support,health,freedom,generosity,corruption,overall_happiness_explicit,overall_happiness_calculated,overall_happiness,response_text
18,Brazil,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Brazil,5.8,,,,,,,5.8,5.8,5.8,[5.8]
2,Brazil,6.2,,,,,,,6.2,6.2,6.2,[6.2]
12,Brazil,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Brazil,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Brazil,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Brazil,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Brazil,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,Brazil,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Brazil,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Bulgaria,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Bulgaria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
15,Bulgaria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Bulgaria,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Bulgaria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
14,Bulgaria,5.8,,,,,,,5.8,5.8,5.8,[5.8]
16,Bulgaria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Bulgaria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Bulgaria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Bulgaria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
18,Bulgaria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Bulgaria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
2,Bulgaria,5.8,,,,,,,5.8,5.8,5.8,[5.8]
12,Bulgaria,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Bulgaria,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Bulgaria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
8,Bulgaria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bulgaria,5.5,,,,,,,5.5,5.5,5.5,[5.5]
1,Bulgaria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Bulgaria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
20,Burkina Faso,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Burkina Faso,4.0,,,,,,,4.0,4.0,4.0,[4.0]
15,Burkina Faso,4.0,,,,,,,4.0,4.0,4.0,[4.0]
5,Burkina Faso,4.5,,,,,,,4.5,4.5,4.5,[4.5]
10,Burkina Faso,4.2,,,,,,,4.2,4.2,4.2,[4.2]
14,Burkina Faso,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Burkina Faso,4.0,,,,,,,4.0,4.0,4.0,[4.0]
19,Burkina Faso,5.2,,,,,,,5.2,5.2,5.2,[5.2]
7,Burkina Faso,3.5,,,,,,,3.5,3.5,3.5,[3.5]
13,Burkina Faso,4.5,,,,,,,4.5,4.5,4.5,[4.5]
18,Burkina Faso,4.2,,,,,,,4.2,4.2,4.2,[4.2]
11,Burkina Faso,4.5,,,,,,,4.5,4.5,4.5,[4.5]
2,Burkina Faso,4.2,,,,,,,4.2,4.2,4.2,[4.2]
12,Burkina Faso,4.5,,,,,,,4.5,4.5,4.5,[4.5]
3,Burkina Faso,4.5,,,,,,,4.5,4.5,4.5,[4.5]
17,Burkina Faso,4.0,,,,,,,4.0,4.0,4.0,[4.0]
8,Burkina Faso,5.0,,,,,,,5.0,5.0,5.0,[5.0]
9,Burkina Faso,4.2,,,,,,,4.2,4.2,4.2,[4.2]
1,Burkina Faso,4.8,,,,,,,4.8,4.8,4.8,[4.8]
4,Burkina Faso,4.2,,,,,,,4.2,4.2,4.2,[4.2]
20,Burundi,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Burundi,4.0,,,,,,,4.0,4.0,4.0,[4.0]
15,Burundi,3.8,,,,,,,3.8,3.8,3.8,[3.8]
5,Burundi,4.2,,,,,,,4.2,4.2,4.2,[4.2]
10,Burundi,4.2,,,,,,,4.2,4.2,4.2,[4.2]
14,Burundi,4.5,,,,,,,4.5,4.5,4.5,[4.5]
16,Burundi,3.8,,,,,,,3.8,3.8,3.8,[3.8]
19,Burundi,5.5,,,,,,,5.5,5.5,5.5,[5.5]
7,Burundi,4.0,,,,,,,4.0,4.0,4.0,[4.0]
13,Burundi,4.2,,,,,,,4.2,4.2,4.2,[4.2]
18,Burundi,4.5,,,,,,,4.5,4.5,4.5,[4.5]
11,Burundi,4.8,,,,,,,4.8,4.8,4.8,[4.8]
2,Burundi,4.2,,,,,,,4.2,4.2,4.2,[4.2]
12,Burundi,4.5,,,,,,,4.5,4.5,4.5,[4.5]
3,Burundi,4.5,,,,,,,4.5,4.5,4.5,[4.5]
17,Burundi,4.0,,,,,,,4.0,4.0,4.0,[4.0]
8,Burundi,5.8,,,,,,,5.8,5.8,5.8,[5.8]
9,Burundi,4.2,,,,,,,4.2,4.2,4.2,[4.2]
1,Burundi,4.8,,,,,,,4.8,4.8,4.8,[4.8]
4,Burundi,4.5,,,,,,,4.5,4.5,4.5,[4.5]
20,Cambodia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Cambodia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
15,Cambodia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Cambodia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Cambodia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
14,Cambodia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
16,Cambodia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Cambodia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Cambodia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
13,Cambodia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Cambodia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Cambodia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
2,Cambodia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Cambodia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Cambodia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Cambodia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Cambodia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Cambodia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
1,Cambodia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Cambodia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
20,Cameroon,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Cameroon,4.5,,,,,,,4.5,4.5,4.5,[4.5]
15,Cameroon,4.5,,,,,,,4.5,4.5,4.5,[4.5]
5,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
10,Cameroon,4.6,,,,,,,4.6,4.6,4.6,[4.6]
14,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Cameroon,4.6,,,,,,,4.6,4.6,4.6,[4.6]
19,Cameroon,6.2,,,,,,,6.2,6.2,6.2,[6.2]
7,Cameroon,4.5,,,,,,,4.5,4.5,4.5,[4.5]
13,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Cameroon,5.0,,,,,,,5.0,5.0,5.0,[5.0]
2,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Cameroon,5.0,,,,,,,5.0,5.0,5.0,[5.0]
3,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Cameroon,6.2,,,,,,,6.2,6.2,6.2,[6.2]
9,Cameroon,5.0,,,,,,,5.0,5.0,5.0,[5.0]
1,Cameroon,5.5,,,,,,,5.5,5.5,5.5,[5.5]
4,Cameroon,4.8,,,,,,,4.8,4.8,4.8,[4.8]
20,Canada,4.0,,,,,,,4.0,4.0,4.0,[4.0]
6,Canada,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Canada,6.0,,,,,,,6.0,6.0,6.0,[6]
14,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Canada,6.0,,,,,,,6.0,6.0,6.0,[6.0]
19,Canada,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Canada,6.0,,,,,,,6.0,6.0,6.0,[6.0]
13,Canada,6.2,,,,,,,6.2,6.2,6.2,[6.2]
18,Canada,6.2,,,,,,,6.2,6.2,6.2,[6.2]
11,Canada,6.2,,,,,,,6.2,6.2,6.2,[6.2]
2,Canada,7.2,,,,,,,7.2,7.2,7.2,[7.2]
12,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
17,Canada,6.0,,,,,,,6.0,6.0,6.0,[6.0]
8,Canada,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Canada,7.2,,,,,,,7.2,7.2,7.2,[7.2]
1,Canada,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Canada,6.8,,,,,,,6.8,6.8,6.8,[6.8]
20,Central African Republic,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Central African Republic,3.8,,,,,,,3.8,3.8,3.8,[3.8]
15,Central African Republic,3.5,,,,,,,3.5,3.5,3.5,[3.5]
5,Central African Republic,4.2,,,,,,,4.2,4.2,4.2,[4.2]
10,Central African Republic,3.5,,,,,,,3.5,3.5,3.5,[3.5]
14,Central African Republic,4.2,,,,,,,4.2,4.2,4.2,[4.2]
16,Central African Republic,3.8,,,,,,,3.8,3.8,3.8,[3.8]
19,Central African Republic,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Central African Republic,3.5,,,,,,,3.5,3.5,3.5,[3.5]
13,Central African Republic,3.5,,,,,,,3.5,3.5,3.5,[3.5]
18,Central African Republic,4.5,,,,,,,4.5,4.5,4.5,[4.5]
11,Central African Republic,4.5,,,,,,,4.5,4.5,4.5,[4.5]
2,Central African Republic,4.2,,,,,,,4.2,4.2,4.2,[4.2]
12,Central African Republic,4.2,,,,,,,4.2,4.2,4.2,[4.2]
3,Central African Republic,4.2,,,,,,,4.2,4.2,4.2,[4.2]
17,Central African Republic,3.8,,,,,,,3.8,3.8,3.8,[3.8]
8,Central African Republic,5.2,,,,,,,5.2,5.2,5.2,[5.2]
9,Central African Republic,4.0,,,,,,,4.0,4.0,4.0,[4.0]
1,Central African Republic,4.5,,,,,,,4.5,4.5,4.5,[4.5]
4,Central African Republic,3.8,,,,,,,3.8,3.8,3.8,[3.8]
20,Chad,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Chad,3.8,,,,,,,3.8,3.8,3.8,[3.8]
15,Chad,3.8,,,,,,,3.8,3.8,3.8,[3.8]
5,Chad,4.5,,,,,,,4.5,4.5,4.5,[4.5]
10,Chad,4.2,,,,,,,4.2,4.2,4.2,[4.2]
14,Chad,4.6,,,,,,,4.6,4.6,4.6,[4.6]
16,Chad,3.8,,,,,,,3.8,3.8,3.8,[3.8]
19,Chad,5.0,,,,,,,5.0,5.0,5.0,[5.0]
7,Chad,4.0,,,,,,,4.0,4.0,4.0,[4.0]
13,Chad,4.2,,,,,,,4.2,4.2,4.2,[4.2]
18,Chad,4.5,,,,,,,4.5,4.5,4.5,[4.5]
11,Chad,4.8,,,,,,,4.8,4.8,4.8,[4.8]
2,Chad,4.0,,,,,,,4.0,4.0,4.0,[4.0]
12,Chad,4.5,,,,,,,4.5,4.5,4.5,[4.5]
3,Chad,4.2,,,,,,,4.2,4.2,4.2,[4.2]
17,Chad,4.0,,,,,,,4.0,4.0,4.0,[4.0]
8,Chad,5.8,,,,,,,5.8,5.8,5.8,[5.8]
9,Chad,4.5,,,,,,,4.5,4.5,4.5,[4.5]
1,Chad,4.8,,,,,,,4.8,4.8,4.8,[4.8]
4,Chad,4.2,,,,,,,4.2,4.2,4.2,[4.2]
20,Chile,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Chile,5.5,,,,,,,5.5,5.5,5.5,[5.5]
15,Chile,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Chile,6.2,,,,,,,6.2,6.2,6.2,[6.2]
10,Chile,5.8,,,,,,,5.8,5.8,5.8,[5.8]
14,Chile,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,Chile,5.5,,,,,,,5.5,5.5,5.5,[5.5]
19,Chile,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Chile,5.5,,,,,,,5.5,5.5,5.5,[5.5]
13,Chile,5.5,,,,,,,5.5,5.5,5.5,[5.5]
18,Chile,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Chile,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Chile,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Chile,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Chile,6.5,,,,,,,6.5,6.5,6.5,[6.5]
17,Chile,5.8,,,,,,,5.8,5.8,5.8,[5.8]
8,Chile,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Chile,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,Chile,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Chile,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,China,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,China,5.5,,,,,,,5.5,5.5,5.5,[5.5]
15,China,5.5,,,,,,,5.5,5.5,5.5,[5.5]
5,China,6.0,,,,,,,6.0,6.0,6.0,[6]
10,China,5.5,,,,,,,5.5,5.5,5.5,[5.5]
14,China,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,China,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,China,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,China,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,China,5.8,,,,,,,5.8,5.8,5.8,[5.8]
18,China,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,China,5.2,,,,,,,5.2,5.2,5.2,[5.2]
2,China,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,China,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,China,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,China,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,China,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,China,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,China,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,China,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Colombia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
15,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
5,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
14,Colombia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,Colombia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Colombia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Colombia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
18,Colombia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Colombia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
2,Colombia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
12,Colombia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Colombia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Colombia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Colombia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Colombia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
1,Colombia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Colombia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
20,Comoros,3.2,,,,,,,3.2,3.2,3.2,[3.2]
6,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
15,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
5,Comoros,4.8,,,,,,,4.8,4.8,4.8,[4.8]
10,Comoros,4.2,,,,,,,4.2,4.2,4.2,[4.2]
14,Comoros,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Comoros,4.2,,,,,,,4.2,4.2,4.2,[4.2]
19,Comoros,5.5,,,,,,,5.5,5.5,5.5,[5.5]
7,Comoros,4.2,,,,,,,4.2,4.2,4.2,[4.2]
13,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
18,Comoros,4.6,,,,,,,4.6,4.6,4.6,[4.6]
11,Comoros,4.8,,,,,,,4.8,4.8,4.8,[4.8]
2,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
12,Comoros,4.8,,,,,,,4.8,4.8,4.8,[4.8]
3,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
17,Comoros,4.0,,,,,,,4.0,4.0,4.0,[4.0]
8,Comoros,6.0,,,,,,,6.0,6.0,6.0,[6.0]
9,Comoros,4.8,,,,,,,4.8,4.8,4.8,[4.8]
1,Comoros,5.2,,,,,,,5.2,5.2,5.2,[5.2]
4,Comoros,4.5,,,,,,,4.5,4.5,4.5,[4.5]
20,Congo,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
15,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
5,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
10,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
14,Congo,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Congo,4.2,,,,,,,4.2,4.2,4.2,[4.2]
19,Congo,5.8,,,,,,,5.8,5.8,5.8,[5.8]
7,Congo,4.0,,,,,,,4.0,4.0,4.0,[4.0]
13,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
18,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
11,Congo,4.8,,,,,,,4.8,4.8,4.8,[4.8]
2,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
12,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
3,Congo,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Congo,4.0,,,,,,,4.0,4.0,4.0,[4.0]
8,Congo,6.2,,,,,,,6.2,6.2,6.2,[6.2]
9,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
1,Congo,5.5,,,,,,,5.5,5.5,5.5,[5.5]
4,Congo,4.5,,,,,,,4.5,4.5,4.5,[4.5]
20,Costa Rica,4.0,,,,,,,4.0,4.0,4.0,[4.0]
6,Costa Rica,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Costa Rica,6.2,,,,,,,6.2,6.2,6.2,[6.2]
14,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Costa Rica,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Costa Rica,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Costa Rica,6.0,,,,,,,6.0,6.0,6.0,[6]
13,Costa Rica,6.0,,,,,,,6.0,6.0,6.0,[6.0]
18,Costa Rica,6.0,,,,,,,6.0,6.0,6.0,[6.0]
11,Costa Rica,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
17,Costa Rica,6.0,,,,,,,6.0,6.0,6.0,[6.0]
8,Costa Rica,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Costa Rica,7.0,,,,,,,7.0,7.0,7.0,[7.0]
1,Costa Rica,7.2,,,,,,,7.2,7.2,7.2,[7.2]
4,Costa Rica,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Croatia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Croatia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
15,Croatia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Croatia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
10,Croatia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
14,Croatia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,Croatia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Croatia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Croatia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
13,Croatia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
18,Croatia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
11,Croatia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Croatia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Croatia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Croatia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Croatia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
8,Croatia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Croatia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,Croatia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Croatia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Cuba,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,Cuba,4.0,,,,,,,4.0,4.0,4.0,[4.0]
15,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
5,Cuba,4.5,,,,,,,4.5,4.5,4.5,[4.5]
10,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
14,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
16,Cuba,3.8,,,,,,,3.8,3.8,3.8,[3.8]
19,Cuba,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Cuba,3.8,,,,,,,3.8,3.8,3.8,[3.8]
13,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
18,Cuba,4.0,,,,,,,4.0,4.0,4.0,[4.0]
11,Cuba,4.0,,,,,,,4.0,4.0,4.0,[4.0]
2,Cuba,4.0,,,,,,,4.0,4.0,4.0,[4.0]
12,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
3,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
17,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
8,Cuba,5.0,,,,,,,5.0,5.0,5.0,[5.0]
9,Cuba,4.0,,,,,,,4.0,4.0,4.0,[4.0]
1,Cuba,4.5,,,,,,,4.5,4.5,4.5,[4.5]
4,Cuba,4.2,,,,,,,4.2,4.2,4.2,[4.2]
20,Cyprus,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
15,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Cyprus,6.0,,,,,,,6.0,6.0,6.0,[6.0]
14,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Cyprus,6.0,,,,,,,6.0,6.0,6.0,[6.0]
19,Cyprus,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Cyprus,6.0,,,,,,,6.0,6.0,6.0,[6.0]
13,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
18,Cyprus,6.0,,,,,,,6.0,6.0,6.0,[6.0]
11,Cyprus,6.2,,,,,,,6.2,6.2,6.2,[6.2]
2,Cyprus,6.8,,,,,,,6.8,6.8,6.8,[6.8]
12,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
17,Cyprus,6.0,,,,,,,6.0,6.0,6.0,[6.0]
8,Cyprus,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Cyprus,7.0,,,,,,,7.0,7.0,7.0,[7.0]
1,Cyprus,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Cyprus,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Czechia,4.0,,,,,,,4.0,4.0,4.0,[4]
6,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
15,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Czechia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
14,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Czechia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Czechia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Czechia,6.0,,,,,,,6.0,6.0,6.0,[6]
13,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
18,Czechia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
11,Czechia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
2,Czechia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
12,Czechia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
3,Czechia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
17,Czechia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
8,Czechia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Czechia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
1,Czechia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
4,Czechia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Côte d’Ivoire,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Côte d’Ivoire,4.8,,,,,,,4.8,4.8,4.8,[4.8]
15,Côte d’Ivoire,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Côte d’Ivoire,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Côte d’Ivoire,5.2,,,,,,,5.2,5.2,5.2,[5.2]
14,Côte d’Ivoire,5.8,,,,,,,5.8,5.8,5.8,[5.8]
16,Côte d’Ivoire,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Côte d’Ivoire,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Côte d’Ivoire,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Côte d’Ivoire,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Côte d’Ivoire,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Côte d’Ivoire,5.5,,,,,,,5.5,5.5,5.5,[5.5]
2,Côte d’Ivoire,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Côte d’Ivoire,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Côte d’Ivoire,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Côte d’Ivoire,5.0,,,,,,,5.0,5.0,5.0,[5]
8,Côte d’Ivoire,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Côte d’Ivoire,6.0,,,,,,,6.0,6.0,6.0,[6]
1,Côte d’Ivoire,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Côte d’Ivoire,5.8,,,,,,,5.8,5.8,5.8,[5.8]
20,DR Congo,3.0,,,,,,,3.0,3.0,3.0,[3.0]
6,DR Congo,4.0,,,,,,,4.0,4.0,4.0,[4.0]
